01010101|0,1
10101500|0
10101501|0
10101502|0
10101504|0
10101505|0
10101506|0
10101507|0
10101508|0
10101509|0
10101510|0
10101511|0
10101512|0
10101513|0
10101514|0
10101515|0
10101516|0
10101517|0
10101600|0
10101601|0
10101602|0
10101603|0
10101604|0
10101605|0
10101700|0
10101701|0
10101702|0
10101703|0
10101704|0
10101705|0
10101800|0
10101801|0
10101802|0
10101803|0
10101804|0
10101805|0
10101806|0
10101807|0
10101808|0
10101809|0
10101900|0
10101901|0
10101902|0
10101903|0
10101904|0
10111300|0
10111301|0
10111302|0
10111303|0
10111304|0
10111305|0
10111306|0
10111307|0
10121500|0
10121501|0
10121502|0
10121503|0
10121504|0
10121505|0
10121506|0
10121507|0
10121600|0
10121601|0
10121602|0
10121603|0
10121604|0
10121700|0
10121701|0
10121702|0
10121703|0
10121800|0
10121801|0
10121802|0
10121803|0
10121804|0
10121805|0
10121806|0
10121900|0
10121901|0
10122100|0
10122101|0
10122102|0
10122103|0
10122104|0
10131500|0
10131506|0
10131507|0
10131508|0
10131600|0
10131601|0
10131602|0
10131603|0
10131604|0
10141500|0
10141501|0
10141502|0
10141503|0
10141504|0
10141505|0
10141600|0
10141601|0
10141602|0
10141603|0
10141604|0
10141605|0
10141606|0
10141607|0
10141608|0
10141609|0
10141610|0
10141611|0
10151500|0
10151501|0
10151502|0
10151503|0
10151504|0
10151505|0
10151506|0
10151507|0
10151508|0
10151509|0
10151510|0
10151511|0
10151512|0
10151513|0
10151514|0
10151515|0
10151516|0
10151517|0
10151518|0
10151519|0
10151520|0
10151521|0
10151522|0
10151523|0
10151524|0
10151525|0
10151526|0
10151527|0
10151528|0
10151529|0
10151530|0
10151531|0
10151532|0
10151533|0
10151534|0
10151535|0
10151536|0
10151537|0
10151538|0
10151539|0
10151600|0
10151601|0
10151602|0
10151603|0
10151604|0
10151605|0
10151606|0
10151607|0
10151608|1
10151609|0
10151610|0
10151611|0
10151612|0
10151613|0
10151700|0
10151701|0
10151702|0
10151703|0
10151704|0
10151705|0
10151706|0
10151800|0
10151801|0
10151802|0
10151803|0
10151804|0
10151805|0
10151806|0
10151807|0
10151808|0
10151809|0
10151810|0
10151811|0
10151812|0
10151813|0
10151814|0
10151815|0
10151816|0
10151817|0
10151900|0
10151901|0
10151902|0
10151903|0
10151904|0
10151905|0
10151906|0
10151907|0
10152000|0
10152001|0
10152002|0
10152003|0
10152004|0
10152005|0
10152006|0
10152007|0
10152100|0
10152101|0
10152102|0
10152103|0
10152104|0
10152200|0
10152201|0
10152202|0
10152300|0
10161500|0
10161501|0
10161502|0
10161503|0
10161504|0
10161505|0
10161506|0
10161507|0
10161508|0
10161509|0
10161510|0
10161511|0
10161512|0
10161513|0
10161514|0
10161515|0
10161516|0
10161517|0
10161518|0
10161519|0
10161520|0
10161521|0
10161522|0
10161523|0
10161524|0
10161525|0
10161526|0
10161527|0
10161528|0
10161529|0
10161530|0
10161600|0
10161602|0
10161604|0
10161605|0
10161606|0
10161800|0
10161801|0
10161802|0
10161803|0
10161804|0
10161805|0
10161900|0
10161901|0
10161902|0
10161903|0
10161905|0
10161906|0
10161907|0
10161908|0
10171500|0
10171501|0
10171502|0
10171503|0
10171504|0
10171505|0
10171506|0
10171600|1
10171601|1
10171602|1
10171603|1
10171604|1
10171605|1
10171606|1
10171607|1
10171608|1
10171609|1
10171610|1
10171611|1
10171700|1
10171701|1
10171702|1
10171800|0
10171801|0
10171802|0
10191500|1
10191506|1
10191507|1
10191508|1
10191509|1
10191510|1
10191511|1
10191700|0
10191701|0
10191703|0
10191704|0
10191705|0
10191706|0
10191707|0
10202100|0
10202101|0
10202102|0
10202103|0
10202104|0
10202105|0
10202106|0
10202107|0
10202108|0
10202109|0
10202110|0
10202111|0
10202112|0
10202113|0
10202114|0
10202115|0
10202116|0
10202117|0
10202118|0
10202119|0
10202120|0
10202121|0
10202122|0
10202123|0
10202124|0
10202125|0
10202126|0
10202127|0
10202128|0
10202129|0
10202130|0
10202131|0
10202132|0
10202133|0
10202134|0
10202135|0
10202136|0
10202137|0
10202138|0
10202139|0
10202140|0
10202141|0
10202142|0
10202143|0
10202144|0
10202145|0
10202146|0
10202147|0
10202148|0
10202149|0
10202150|0
10202151|0
10202152|0
10202153|0
10202154|0
10202155|0
10202156|0
10202157|0
10202158|0
10202159|0
10202160|0
10202161|0
10202162|0
10202163|0
10202164|0
10202165|0
10202166|0
10202167|0
10202168|0
10202169|0
10202170|0
10202171|0
10202172|0
10202173|0
10202174|0
10202175|0
10202176|0
10202177|0
10202178|0
10202179|0
10202180|0
10202181|0
10202182|0
10202183|0
10202184|0
10202185|0
10202186|0
10202200|0
10202201|0
10202202|0
10202203|0
10202204|0
10202205|0
10202206|0
10202207|0
10202208|0
10202209|0
10202210|0
10202211|0
10202212|0
10202213|0
10202214|0
10202215|0
10202216|0
10202217|0
10202218|0
10202219|0
10202220|0
10202221|0
10202222|0
10202223|0
10202224|0
10202225|0
10202226|0
10202227|0
10202228|0
10202229|0
10202230|0
10202231|0
10202232|0
10202233|0
10202234|0
10202235|0
10202236|0
10202237|0
10202238|0
10202239|0
10202240|0
10202241|0
10202300|0
10202301|0
10202302|0
10202303|0
10202304|0
10202305|0
10202306|0
10202307|0
10202308|0
10202309|0
10202310|0
10202311|0
10202312|0
10202313|0
10202314|0
10202315|0
10202316|0
10202317|0
10202318|0
10202319|0
10202320|0
10202321|0
10202322|0
10202323|0
10202324|0
10202325|0
10202326|0
10202327|0
10202328|0
10202329|0
10202330|0
10202331|0
10202332|0
10202333|0
10202334|0
10202335|0
10202336|0
10202337|0
10202338|0
10202339|0
10202340|0
10202341|0
10202342|0
10202343|0
10202344|0
10202345|0
10202346|0
10202347|0
10202348|0
10202349|0
10202350|0
10202351|0
10202352|0
10202353|0
10202354|0
10202355|0
10202356|0
10202357|0
10202358|0
10202359|0
10202360|0
10202361|0
10202362|0
10202363|0
10202364|0
10202365|0
10202366|0
10202367|0
10202368|0
10202369|0
10202370|0
10202371|0
10202372|0
10202373|0
10202374|0
10202375|0
10202376|0
10202377|0
10202378|0
10202379|0
10202380|0
10202381|0
10202382|0
10202383|0
10202384|0
10202385|0
10202386|0
10202387|0
10202388|0
10202389|0
10202390|0
10202391|0
10202392|0
10202393|0
10211700|0
10211701|0
10211702|0
10211703|0
10211704|0
10211705|0
10211706|0
10211707|0
10211708|0
10211709|0
10211710|0
10211711|0
10211712|0
10211713|0
10211714|0
10211715|0
10211716|0
10211717|0
10211718|0
10211719|0
10211720|0
10211721|0
10211722|0
10211723|0
10211724|0
10211725|0
10211726|0
10211727|0
10211728|0
10211729|0
10211730|0
10211731|0
10211732|0
10211733|0
10211734|0
10211800|0
10211801|0
10211802|0
10211803|0
10211804|0
10211805|0
10213200|0
10213201|0
10213202|0
10213203|0
10213204|0
10213205|0
10213206|0
10213207|0
10213208|0
10213700|0
10213701|0
10213702|0
10213703|0
10213704|0
10213705|0
10213706|0
10213707|0
10213708|0
10213709|0
10214000|0
10214001|0
10214002|0
10214003|0
10214004|0
10214005|0
10214006|0
10215400|0
10215401|0
10215402|0
10215403|0
10215404|0
10215405|0
10215406|0
10215407|0
10215408|0
10215409|0
10215410|0
10215411|0
10215412|0
10215413|0
10215414|0
10215415|0
10215416|0
10215417|0
10215418|0
10215419|0
10215420|0
10215421|0
10215422|0
10215423|0
10215424|0
10215425|0
10215426|0
10215427|0
10215428|0
10215429|0
10215430|0
10215431|0
10215432|0
10215433|0
10215434|0
10215435|0
10215436|0
10215437|0
10215438|0
10215439|0
10215440|0
10215441|0
10215442|0
10215443|0
10215444|0
10215445|0
10215446|0
10215447|0
10215448|0
10215449|0
10215450|0
10215451|0
10215452|0
10215453|0
10215454|0
10215455|0
10215456|0
10215457|0
10215458|0
10215459|0
10215460|0
10215461|0
10215462|0
10215463|0
10215464|0
10215465|0
10215466|0
10215467|0
10215468|0
10215469|0
10215470|0
10215471|0
10215472|0
10215473|0
10215474|0
10215475|0
10215476|0
10215477|0
10215478|0
10215479|0
10215480|0
10215481|0
10215482|0
10215483|0
10215484|0
10215600|0
10215601|0
10215602|0
10215603|0
10215604|0
10215605|0
10215606|0
10215607|0
10215608|0
10215609|0
10215610|0
10215611|0
10215612|0
10215613|0
10216100|0
10216101|0
10216102|0
